Numéro ANFR,Date dernière demande ANFR,Date dernière décision ANFR,Lieu-dit,Adresse 1,Adresse 2,Adresse 3,Code INSEE de la commune,Ville issue du code INSEE,Numéro du support,Support mutualisé oui/non,Stations sur le support,Nature du support,Hauteur du support,Latitude,Longitude,Altitude à la base NGF,Numéro de l'aérien,Azimut (degrés),Hauteur de l'antenne / sol
0592751363,09/03/2023,07/04/2023,,"200, R DU DR SCHWEITZER",,,59299,HEM,2560269,non,,Immeuble,"42,5",50°40'13''N,3°12'2''E,"37,5",7429594,50.0,"38,4"
0592751363,09/03/2023,07/04/2023,,"200, R DU DR SCHWEITZER",,,59299,HEM,2560269,non,,Immeuble,"42,5",50°40'13''N,3°12'2''E,"37,5",7429598,300.0,"38,4"
0592751363,09/03/2023,07/04/2023,,"200, R DU DR SCHWEITZER",,,59299,HEM,2560269,non,,Immeuble,"42,5",50°40'13''N,3°12'2''E,"37,5",7429596,200.0,"38,4"
0592751360,17/09/2025,07/11/2025,,243 -253 r d'Ocres,,,59178,DOUAI,1563367,oui,,Immeuble,"28,4",50°22'39''N,3°4'35''E,28,7303048,245.0,"27,1"
0592751360,17/09/2025,07/11/2025,,243 -253 r d'Ocres,,,59178,DOUAI,1563367,oui,,Immeuble,"28,4",50°22'39''N,3°4'35''E,28,7303052,120.0,"27,1"
0592751360,17/09/2025,07/11/2025,,243 -253 r d'Ocres,,,59178,DOUAI,1563367,oui,,Immeuble,"28,4",50°22'39''N,3°4'35''E,28,7303056,30.0,"27,7"
0592751360,17/09/2025,07/11/2025,,243 -253 r d'Ocres,,,59178,DOUAI,1563367,oui,,Immeuble,"28,4",50°22'39''N,3°4'35''E,28,7303050,30.0,"27,1"
0592751360,17/09/2025,07/11/2025,,243 -253 r d'Ocres,,,59178,DOUAI,1563367,oui,,Immeuble,"28,4",50°22'39''N,3°4'35''E,28,7303058,120.0,"27,7"
0592751360,17/09/2025,07/11/2025,,243 -253 r d'Ocres,,,59178,DOUAI,1563367,oui,,Immeuble,"28,4",50°22'39''N,3°4'35''E,28,7303054,245.0,"27,7"
0592751347,11/03/2025,11/04/2025,,RUE DU 19 MARS 1962,imp de l ecole maternelle,,59491,RAISMES,2468510,non,,Immeuble,"16,2",50°22'54''N,3°29'44''E,31,6988840,90.0,"15,4"
0592751347,11/03/2025,11/04/2025,,RUE DU 19 MARS 1962,imp de l ecole maternelle,,59491,RAISMES,2468510,non,,Immeuble,"16,2",50°22'54''N,3°29'44''E,31,6988842,180.0,"15,4"
0592751347,11/03/2025,11/04/2025,,RUE DU 19 MARS 1962,imp de l ecole maternelle,,59491,RAISMES,2468510,non,,Immeuble,"16,2",50°22'54''N,3°29'44''E,31,6988838,300.0,"15,4"
0592751347,11/03/2025,11/04/2025,,RUE DU 19 MARS 1962,imp de l ecole maternelle,,59491,RAISMES,2468510,non,,Immeuble,"16,2",50°22'54''N,3°29'44''E,31,6988850,180.0,16
0592751347,11/03/2025,11/04/2025,,RUE DU 19 MARS 1962,imp de l ecole maternelle,,59491,RAISMES,2468510,non,,Immeuble,"16,2",50°22'54''N,3°29'44''E,31,6988848,90.0,16
0592751347,11/03/2025,11/04/2025,,RUE DU 19 MARS 1962,imp de l ecole maternelle,,59491,RAISMES,2468510,non,,Immeuble,"16,2",50°22'54''N,3°29'44''E,31,6988846,300.0,16
0592751344,30/01/2025,28/02/2025,"134, BD DE LA LIBERTÉ",RÉSIDENCE GOBELINS,,,59350,LILLE,2466311,non,,Immeuble,"30,5",50°37'42''N,3°4'2''E,"22,7",6977871,170.0,"29,1"
0592751344,30/01/2025,28/02/2025,"134, BD DE LA LIBERTÉ",RÉSIDENCE GOBELINS,,,59350,LILLE,2466311,non,,Immeuble,"30,5",50°37'42''N,3°4'2''E,"22,7",6977869,45.0,"28,6"
0592751344,30/01/2025,28/02/2025,"134, BD DE LA LIBERTÉ",RÉSIDENCE GOBELINS,,,59350,LILLE,2466311,non,,Immeuble,"30,5",50°37'42''N,3°4'2''E,"22,7",6977873,270.0,"28,6"
0592751344,30/01/2025,28/02/2025,"134, BD DE LA LIBERTÉ",RÉSIDENCE GOBELINS,,,59350,LILLE,2466311,non,,Immeuble,"30,5",50°37'42''N,3°4'2''E,"22,7",7046041,270.0,"28,7"
0592751344,30/01/2025,28/02/2025,"134, BD DE LA LIBERTÉ",RÉSIDENCE GOBELINS,,,59350,LILLE,2466311,non,,Immeuble,"30,5",50°37'42''N,3°4'2''E,"22,7",7046039,170.0,"28,7"
0592751344,30/01/2025,28/02/2025,"134, BD DE LA LIBERTÉ",RÉSIDENCE GOBELINS,,,59350,LILLE,2466311,non,,Immeuble,"30,5",50°37'42''N,3°4'2''E,"22,7",7046037,45.0,"27,6"
0592751341,29/09/2022,28/10/2022,,7b Rue Nationale,,,59350,LILLE,2936176,oui,,Bâtiment,34,50°38'12''N,3°3'46''E,16,6882769,140.0,"26,6"
0592751341,29/09/2022,28/10/2022,,7b Rue Nationale,,,59350,LILLE,2936176,oui,,Bâtiment,34,50°38'12''N,3°3'46''E,16,6882767,60.0,"29,2"
0592751341,29/09/2022,28/10/2022,,7b Rue Nationale,,,59350,LILLE,2936176,oui,,Bâtiment,34,50°38'12''N,3°3'46''E,16,6882765,350.0,"26,8"
0592751341,29/09/2022,28/10/2022,,7b Rue Nationale,,,59350,LILLE,2936176,oui,,Bâtiment,34,50°38'12''N,3°3'46''E,16,7058891,140.0,"27,5"
0592751341,29/09/2022,28/10/2022,,7b Rue Nationale,,,59350,LILLE,2936176,oui,,Bâtiment,34,50°38'12''N,3°3'46''E,16,7058887,350.0,"26,2"
0592751341,29/09/2022,28/10/2022,,7b Rue Nationale,,,59350,LILLE,2936176,oui,,Bâtiment,34,50°38'12''N,3°3'46''E,16,7058889,60.0,"29,1"
0592751340,22/10/2022,25/11/2022,,BD ALBERT 1ER,,,59009,VILLENEUVE-D'ASCQ,2444327,non,,Immeuble,"22,9",50°39'21''N,3°8'33''E,22,6879775,150.0,"21,3"
0592751340,22/10/2022,25/11/2022,,BD ALBERT 1ER,,,59009,VILLENEUVE-D'ASCQ,2444327,non,,Immeuble,"22,9",50°39'21''N,3°8'33''E,22,6879773,60.0,"21,3"
0592751340,22/10/2022,25/11/2022,,BD ALBERT 1ER,,,59009,VILLENEUVE-D'ASCQ,2444327,non,,Immeuble,"22,9",50°39'21''N,3°8'33''E,22,6879771,330.0,"21,3"
0592751340,22/10/2022,25/11/2022,,BD ALBERT 1ER,,,59009,VILLENEUVE-D'ASCQ,2444327,non,,Immeuble,"22,9",50°39'21''N,3°8'33''E,22,7058872,150.0,"20,7"
0592751340,22/10/2022,25/11/2022,,BD ALBERT 1ER,,,59009,VILLENEUVE-D'ASCQ,2444327,non,,Immeuble,"22,9",50°39'21''N,3°8'33''E,22,7058868,330.0,"20,7"
0592751340,22/10/2022,25/11/2022,,BD ALBERT 1ER,,,59009,VILLENEUVE-D'ASCQ,2444327,non,,Immeuble,"22,9",50°39'21''N,3°8'33''E,22,7058870,60.0,"20,7"
0592751338,15/11/2022,16/12/2022,,24 R ADRIENNE BOLLAND,,,59178,DOUAI,2437765,non,,Immeuble,"16,1",50°22'24''N,3°3'24''E,43,6849131,120.0,"14,7"
0592751338,15/11/2022,16/12/2022,,24 R ADRIENNE BOLLAND,,,59178,DOUAI,2437765,non,,Immeuble,"16,1",50°22'24''N,3°3'24''E,43,6849133,220.0,"14,7"
0592751338,15/11/2022,16/12/2022,,24 R ADRIENNE BOLLAND,,,59178,DOUAI,2437765,non,,Immeuble,"16,1",50°22'24''N,3°3'24''E,43,6849129,310.0,"14,7"
